"packet_number","registration_area","edrpou","public_name","adrg","service","основний_діагноз","кількість_унікальних_пацієнтів"
"3","ІВАНО-ФРАНКІВСЬКА","01993150","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H33.5 - Інші форми відшарування сітківки","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993150","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H35.3 - Дегенерація макули та заднього полюса","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993150","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","Q12.0 - Вроджена катаракта","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993150","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","S05.1 - Забій очного яблука та тканин очної ямки","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993305","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ""","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","113"
"3","ІВАНО-ФРАНКІВСЬКА","01993305","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ""","C16","C16 - Операції на кришталику","H26.4 - Післяопераційна катаракта","9"
"3","ІВАНО-ФРАНКІВСЬКА","01993305","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ""","C16","C16 - Операції на кришталику","H26.9 - Катаракта, неуточнена","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993305","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ""","C16","C16 - Операції на кришталику","H27.0 - Афакія","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993305","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ""","C16","C16 - Операції на кришталику","H40.1 - Первинна відкритокутова глаукома","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993305","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ""","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H26.2 - Ускладнена катаракта","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993322","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 1 ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ""","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993322","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 1 ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ""","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","6"
"3","ІВАНО-ФРАНКІВСЬКА","01993322","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 1 ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ""","C16","C16 - Операції на кришталику","H40.1 - Первинна відкритокутова глаукома","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993322","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 1 ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ""","C16","C16 - Операції на кришталику","H40.8 - Інша глаукома","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993351","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""БОГОРОДЧАНСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" БОГОРОДЧАНСЬКОЇ СЕЛИЩНОЇ РАДИ ","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993351","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""БОГОРОДЧАНСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" БОГОРОДЧАНСЬКОЇ СЕЛИЩНОЇ РАДИ ","C16","C16 - Операції на кришталику","H25.8 - Інша стареча катаракта","25"
"3","ІВАНО-ФРАНКІВСЬКА","01993351","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""БОГОРОДЧАНСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" БОГОРОДЧАНСЬКОЇ СЕЛИЩНОЇ РАДИ ","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","13"
"3","ІВАНО-ФРАНКІВСЬКА","01993351","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""БОГОРОДЧАНСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" БОГОРОДЧАНСЬКОЇ СЕЛИЩНОЇ РАДИ ","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H25.8 - Інша стареча катаракта","18"
"3","ІВАНО-ФРАНКІВСЬКА","01993351","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""БОГОРОДЧАНСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" БОГОРОДЧАНСЬКОЇ СЕЛИЩНОЇ РАДИ ","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H26.2 - Ускладнена катаракта","9"
"3","ІВАНО-ФРАНКІВСЬКА","01993457","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДОЛИНСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ"" ДОЛИНСЬКОЇ МІСЬКОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","12"
"3","ІВАНО-ФРАНКІВСЬКА","01993457","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДОЛИНСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ"" ДОЛИНСЬКОЇ МІСЬКОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H26.2 - Ускладнена катаракта","3"
"3","ІВАНО-ФРАНКІВСЬКА","01993546","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОСІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КОСІВСЬКОЇ МІСЬКОЇ РАДИ КОСІВСЬКОГО РАЙОНУ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","2"
"3","ІВАНО-ФРАНКІВСЬКА","01993546","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОСІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КОСІВСЬКОЇ МІСЬКОЇ РАДИ КОСІВСЬКОГО РАЙОНУ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993546","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОСІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КОСІВСЬКОЇ МІСЬКОЇ РАДИ КОСІВСЬКОГО РАЙОНУ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","C16","C16 - Операції на кришталику","H40.1 - Первинна відкритокутова глаукома","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993546","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОСІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КОСІВСЬКОЇ МІСЬКОЇ РАДИ КОСІВСЬКОГО РАЙОНУ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H25.0 - Початкова стареча катаракта","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993546","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОСІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КОСІВСЬКОЇ МІСЬКОЇ РАДИ КОСІВСЬКОГО РАЙОНУ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H25.1 - Стареча ядерна катаракта","48"
"3","ІВАНО-ФРАНКІВСЬКА","01993546","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОСІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КОСІВСЬКОЇ МІСЬКОЇ РАДИ КОСІВСЬКОГО РАЙОНУ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H25.8 - Інша стареча катаракта","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993546","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОСІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КОСІВСЬКОЇ МІСЬКОЇ РАДИ КОСІВСЬКОГО РАЙОНУ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H26.2 - Ускладнена катаракта","11"
"3","ІВАНО-ФРАНКІВСЬКА","01993546","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОСІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КОСІВСЬКОЇ МІСЬКОЇ РАДИ КОСІВСЬКОГО РАЙОНУ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H27.1 - Вивих кришталика","1"
"3","ІВАНО-ФРАНКІВСЬКА","01993575","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НАДВІРНЯНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" НАДВІРНЯНСЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H25.8 - Інша стареча катаракта","23"
"3","ІВАНО-ФРАНКІВСЬКА","01993575","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НАДВІРНЯНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" НАДВІРНЯНСЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","2"
"3","ІВАНО-ФРАНКІВСЬКА","25596594","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОЛОМИЙСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КОЛОМИЙСЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H25.0 - Початкова стареча катаракта","2"
"3","ІВАНО-ФРАНКІВСЬКА","25596594","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОЛОМИЙСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КОЛОМИЙСЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","13"
"3","ІВАНО-ФРАНКІВСЬКА","25596594","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОЛОМИЙСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КОЛОМИЙСЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","5"
"3","ІВАНО-ФРАНКІВСЬКА","25596594","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОЛОМИЙСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КОЛОМИЙСЬКОЇ МІСЬКОЇ РАДИ","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H25.1 - Стареча ядерна катаракта","11"
"3","ІВАНО-ФРАНКІВСЬКА","25596594","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОЛОМИЙСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КОЛОМИЙСЬКОЇ МІСЬКОЇ РАДИ","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H26.2 - Ускладнена катаракта","9"
"3","ІВАНО-ФРАНКІВСЬКА","33578224","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КАЛУСЬКОЇ МІСЬКОЇ  РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ""","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","15"
"3","ІВАНО-ФРАНКІВСЬКА","33578224","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КАЛУСЬКОЇ МІСЬКОЇ  РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ""","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","5"
"3","ІВАНО-ФРАНКІВСЬКА","33578224","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КАЛУСЬКОЇ МІСЬКОЇ  РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ""","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H25.1 - Стареча ядерна катаракта","36"
"3","ІВАНО-ФРАНКІВСЬКА","33578224","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КАЛУСЬКОЇ МІСЬКОЇ  РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ""","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H26.2 - Ускладнена катаракта","17"
"3","КИЇВСЬКА","01993701","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""КИЇВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","D23.1 - Інші доброякісні новоутворення Шкіри повіки, включаючи кантус","1"
"3","КИЇВСЬКА","01993701","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""КИЇВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H25.0 - Початкова стареча катаракта","1"
"3","КИЇВСЬКА","01993701","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""КИЇВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","11"
"3","КИЇВСЬКА","01993701","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""КИЇВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H25.2 - Стареча морганієва катаракта","1"
"3","КИЇВСЬКА","01993701","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""КИЇВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H25.8 - Інша стареча катаракта","36"
"3","КИЇВСЬКА","01993701","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""КИЇВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","99"
"3","КИЇВСЬКА","01993701","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""КИЇВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H26.4 - Післяопераційна катаракта","1"
"3","КИЇВСЬКА","01993701","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""КИЇВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H27.0 - Афакія","1"
"3","КИЇВСЬКА","01993701","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""КИЇВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H40.1 - Первинна відкритокутова глаукома","2"
"3","КИЇВСЬКА","01993701","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""КИЇВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","S05.1 - Забій очного яблука та тканин очної ямки","1"
"3","КИЇВСЬКА","01993701","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""КИЇВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","T85.2 - Ускладнення механічного походження, пов'язане зі штучним кришталиком ока","1"
"3","КИЇВСЬКА","01993701","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""КИЇВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H26.2 - Ускладнена катаракта","1"
"3","КИЇВСЬКА","01994149","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МИРОНІВСЬКОЇ МІСЬКОЇ РАДИ ""МИРОНІВСЬКА ОПОРНА БАГАТОПРОФІЛЬНА ЛІКАРНЯ"" ","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","44"
"3","КИЇВСЬКА","01994155","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ОБУХІВСЬКОЇ МІСЬКОЇ РАДИ ""ОБУХІВСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ""","C16","C16 - Операції на кришталику","H25.8 - Інша стареча катаракта","11"
"3","КИЇВСЬКА","01994209","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СТАВИЩЕНСЬКА ЛІКАРНЯ"" СТАВИЩЕНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ","C16","C16 - Операції на кришталику","H25.8 - Інша стареча катаракта","1"
"3","КИЇВСЬКА","01994385","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ВАСИЛЬКІВСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ"" ВАСИЛЬКІВСЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","1"
"3","КИЇВСЬКА","01994416","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КАГАРЛИЦЬКОЇ МІСЬКОЇ РАДИ ""КАГАРЛИЦЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H25.0 - Початкова стареча катаракта","4"
"3","КИЇВСЬКА","01994497","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""БРОВАРСЬКА БАГАТОПРОФІЛЬНА КЛІНІЧНА ЛІКАРНЯ"" ТЕРИТОРІАЛЬНИХ ГРОМАД БРОВАРСЬКОГО РАЙОНУ  КИЇВСЬКОЇ ОБЛАСТІ ","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","1"
"3","КИЇВСЬКА","24880520","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО БІЛОЦЕРКІВСЬКОЇ МІСЬКОЇ РАДИ ""БІЛОЦЕРКІВСЬКА МІСЬКА ЛІКАРНЯ №1""","C16","C16 - Операції на кришталику","H25.8 - Інша стареча катаракта","10"
"3","КИЇВСЬКА","24880520","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО БІЛОЦЕРКІВСЬКОЇ МІСЬКОЇ РАДИ ""БІЛОЦЕРКІВСЬКА МІСЬКА ЛІКАРНЯ №1""","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","74"
"3","КИЇВСЬКА","24880520","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО БІЛОЦЕРКІВСЬКОЇ МІСЬКОЇ РАДИ ""БІЛОЦЕРКІВСЬКА МІСЬКА ЛІКАРНЯ №1""","C16","C16 - Операції на кришталику","H26.8 - Інша уточнена катаракта","3"
"3","КИЇВСЬКА","24880520","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО БІЛОЦЕРКІВСЬКОЇ МІСЬКОЇ РАДИ ""БІЛОЦЕРКІВСЬКА МІСЬКА ЛІКАРНЯ №1""","C16","C16 - Операції на кришталику","T85.2 - Ускладнення механічного походження, пов'язане зі штучним кришталиком ока","1"
"3","КІРОВОГРАДСЬКА","01994942","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КІРОВОГРАДСЬКА ОБЛАСНА ЛІКАРНЯ КІРОВОГРАДСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","13"
"3","КІРОВОГРАДСЬКА","01994942","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КІРОВОГРАДСЬКА ОБЛАСНА ЛІКАРНЯ КІРОВОГРАДСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H25.2 - Стареча морганієва катаракта","2"
"3","КІРОВОГРАДСЬКА","01994942","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КІРОВОГРАДСЬКА ОБЛАСНА ЛІКАРНЯ КІРОВОГРАДСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H25.8 - Інша стареча катаракта","5"
"3","КІРОВОГРАДСЬКА","01994942","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КІРОВОГРАДСЬКА ОБЛАСНА ЛІКАРНЯ КІРОВОГРАДСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H26.1 - Травматична катаракта","1"
"3","КІРОВОГРАДСЬКА","01994942","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КІРОВОГРАДСЬКА ОБЛАСНА ЛІКАРНЯ КІРОВОГРАДСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","26"
"3","КІРОВОГРАДСЬКА","01994942","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КІРОВОГРАДСЬКА ОБЛАСНА ЛІКАРНЯ КІРОВОГРАДСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H27.0 - Афакія","2"
"3","КІРОВОГРАДСЬКА","01994942","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КІРОВОГРАДСЬКА ОБЛАСНА ЛІКАРНЯ КІРОВОГРАДСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H40.2 - Первинна закритокутова глаукома","1"
